"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.231828167E0,2.624166012E-2,-1.646494865E-2,-1.818971634E-1
3.251921148E0,2.119898796E-2,-2.621603012E-2,-1.097183228E-1
3.271967643E0,3.572201729E-2,-2.080208063E-2,-9.016895294E-2
3.291836267E0,5.642390251E-2,-3.186577559E-2,-1.521730423E-1
3.311745173E0,8.257830143E-2,-2.587985992E-2,-1.735477448E-1
3.321746824E0,7.203900814E-2,-2.808088064E-2,-1.256093979E-1
3.341700812E0,7.510244846E-2,-4.257166386E-2,-7.534599304E-2
3.351754643E0,8.394753933E-2,-3.710782528E-2,-8.619785309E-2
3.371623017E0,1.025387049E-1,-3.420943022E-2,-1.570072174E-1
3.381879746E0,1.119310856E-1,-2.998679876E-2,-1.583967209E-1
3.401794792E0,1.177711487E-1,-2.773970366E-2,-1.122732162E-1
3.421646304E0,1.201412678E-1,-3.196620941E-2,-8.423614502E-2
3.431665389E0,1.298977137E-1,-2.705889940E-2,-1.179199219E-1
3.451619703E0,1.395176649E-1,-2.553176880E-2,-1.649827957E-1
3.461747089E0,1.501885653E-1,-2.531218529E-2,-1.675815582E-1
3.481887128E0,1.392209530E-1,-1.793682575E-2,-8.660316467E-2
3.501742388E0,1.362770796E-1,-2.821063995E-2,-9.783840179E-2
3.521718203E0,1.508356333E-1,-1.688301563E-2,-1.318912506E-1
3.531789839E0,1.446181536E-1,-1.542168856E-2,-1.512660980E-1
3.551771566E0,1.359496117E-1,-1.029866934E-2,-1.205692291E-1
3.571885997E0,1.343334913E-1,1.693069935E-3,-1.078720093E-1
3.582297736E0,1.314841509E-1,-7.636189461E-3,-1.093282700E-1
3.592584605E0,1.369365454E-1,8.045017719E-3,-1.227779388E-1
3.612106507E0,1.275275946E-1,4.791021347E-3,-1.291122437E-1
3.632490233E0,1.269345284E-1,8.612692356E-3,-1.212158203E-1
3.652108664E0,1.069051027E-1,6.598293781E-3,-1.167459488E-1
3.671766272E0,1.085186005E-1,9.783864021E-3,-1.337776184E-1
3.681773373E0,9.796309471E-2,2.209222317E-2,-1.339159012E-1
3.702162449E0,8.939814568E-2,3.210800886E-2,-1.305227280E-1
3.721852968E0,7.025861740E-2,2.533173561E-2,-1.127338409E-1
3.732123221E0,7.567250729E-2,2.788186073E-2,-1.223945618E-1
3.752176911E0,5.083441734E-2,3.094816208E-2,-1.440429688E-1
3.771876334E0,3.934621811E-2,4.386520386E-2,-1.452903748E-1
3.781941404E0,3.313136101E-2,4.630589485E-2,-1.225805283E-1
3.801861957E0,2.264046669E-2,4.634386301E-2,-1.263198853E-1
3.821773345E0,3.793358803E-3,4.714888334E-2,-1.227064133E-1
3.841694192E0,-2.224683762E-3,6.472527981E-2,-1.586523056E-1
3.861646904E0,-2.771234512E-2,5.430459976E-2,-1.298418045E-1
3.871651689E0,-2.682673931E-2,5.499535799E-2,-1.405048370E-1
3.891694528E0,-2.932226658E-2,4.435509443E-2,-1.392021179E-1
3.911685988E0,-4.913210869E-2,5.299812555E-2,-1.581335068E-1
3.931646603E0,-5.163514614E-2,5.965054035E-2,-1.555967331E-1
3.951633757E0,-1.771497726E-2,5.549407005E-2,-1.412057877E-1
3.962190616E0,1.715998650E-1,1.277750134E-1,1.620388031E-1
3.981870260E0,3.916307688E-1,1.986935139E-1,-3.395862579E-1
4.001893671E0,4.077105522E-1,8.295738697E-2,-7.301235199E-2
4.011896073E0,3.432829380E-1,3.325963020E-2,-1.917734146E-1
4.032423124E0,9.325432777E-2,3.696316481E-2,-1.441287994E-1
4.052064387E0,3.841829300E-2,9.608465433E-2,-4.196548462E-2
4.071806953E0,2.109241486E-2,6.711554527E-2,-4.113292694E-2
4.081818714E0,-3.021025658E-2,4.887866974E-2,-2.337484360E-1
4.101671284E0,-2.245844603E-1,-5.291843414E-2,-2.767496109E-1
4.121747177E0,-2.118173838E-1,-8.594602346E-2,-1.178245544E-1
4.131865326E0,-1.138125658E-1,-7.646369934E-2,-5.352020264E-3
4.151682187E0,3.299366236E-1,-2.062410116E-2,-1.151390076E-1
4.161835331E0,3.562663794E-1,-2.455723286E-2,-2.748308182E-1
4.181960689E0,1.581741571E-1,4.524648190E-2,-2.642698288E-1
4.201742028E0,-2.525163889E-1,6.226414442E-2,2.566623688E-2
4.221678613E0,-3.098896742E-1,6.378024817E-2,-7.008743286E-2
4.231712044E0,-2.394427061E-1,1.427185535E-2,-1.597394943E-1
4.241721259E0,-1.684964895E-1,-3.207981586E-3,-3.610229492E-1
4.251749367E0,-1.500458717E-1,-2.892172337E-2,-3.995714188E-1
4.261767421E0,-1.751798391E-1,-8.521997929E-2,-2.239046097E-1
4.271784948E0,-1.990351677E-1,-1.106944084E-1,-1.639118195E-1
4.291795093E0,-1.252957582E-1,-1.702055335E-1,-5.455303192E-2
4.301867784E0,-5.389833450E-2,-1.509930491E-1,5.749988556E-2
4.321780302E0,1.766507626E-1,-7.729303837E-2,-1.230087280E-1
4.341960431E0,1.887472868E-1,6.849646568E-2,-3.201074600E-1
4.361833714E0,-5.362415314E-2,2.368827760E-1,1.478176117E-1
4.382922784E0,-8.515834808E-2,1.741878986E-1,-1.742362976E-1
4.402205302E0,-2.386736870E-2,6.904178858E-2,-2.606325150E-1
4.421823931E0,-3.091263771E-2,-8.711701632E-2,-2.330513000E-1
4.431825703E0,1.648962498E-2,-1.142998934E-1,-2.065286636E-1
4.441890589E0,7.586097717E-2,-1.176710129E-1,-1.130781174E-1
4.461725753E0,6.086385250E-2,-8.539688587E-2,-8.643722534E-2
4.471731114E0,3.990352154E-2,-1.190594435E-1,-3.037834167E-2
4.491655384E0,1.023563147E-1,-6.378102303E-2,-1.596517563E-1
4.501725429E0,1.355059147E-1,-2.210986614E-2,-2.043190002E-1
