"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.441857071E0,1.008527279E-1,-1.529449224E-2,-1.989068985E-1
5.461966870E0,7.611101866E-2,1.399660110E-2,-1.723241806E-1
5.481868819E0,1.107460856E-1,7.728415728E-2,-7.917881012E-2
5.491869311E0,8.552742004E-2,2.737057209E-2,-7.658290863E-2
5.511885430E0,1.826030016E-2,1.968181133E-2,-1.721391678E-1
5.522019116E0,-1.205700636E-2,-2.551662922E-2,-1.983013153E-1
5.542049881E0,-1.233696938E-2,-5.940276384E-2,-2.418260574E-1
5.552112342E0,-2.523821592E-2,-7.426452637E-2,-1.563005447E-1
5.571886687E0,-1.515311003E-2,-6.949055195E-2,-7.291889191E-2
5.582009245E0,2.651602030E-2,-6.645447016E-2,-7.518672943E-2
5.602658913E0,1.234420538E-1,3.010886908E-2,-1.163806915E-1
5.622112080E0,1.432977319E-1,7.435512543E-2,-1.721820831E-1
5.641922622E0,1.121831536E-1,9.496349096E-2,-1.688671112E-1
5.661781257E0,7.749575377E-2,3.390657902E-2,-9.840774536E-2
5.681908166E0,4.329961538E-2,-4.443132877E-2,-1.604862213E-1
5.702118393E0,3.995883465E-2,-7.045233250E-2,-1.547603607E-1
5.722460950E0,7.678765059E-2,-6.630015373E-2,-1.578855515E-1
5.742027589E0,7.455319166E-2,2.405339479E-2,-7.272052765E-2
5.761913749E0,3.831303120E-2,6.696981192E-2,-1.111049652E-1
5.771937276E0,4.369497299E-3,6.877732277E-2,-1.734695435E-1
5.791834171E0,-6.217294931E-2,-7.633781433E-2,-3.014421463E-1
5.801996487E0,-7.819873095E-2,-9.006959200E-2,-2.006578445E-1
5.812171645E0,-1.373829842E-1,-1.923916340E-1,-1.616754532E-1
5.831916013E0,-1.023449898E-1,-1.262233257E-1,-7.588863373E-2
5.851899605E0,-2.869242430E-2,-5.238986015E-2,-1.454582214E-1
5.861920704E0,6.631970406E-3,4.042625427E-3,-1.994743347E-1
5.882189528E0,4.806578159E-2,1.039433479E-1,-1.964025497E-1
5.901935734E0,9.189945459E-2,1.573714614E-1,-1.012229919E-1
5.921888285E0,8.629089594E-2,1.328406930E-1,-7.581615448E-2
5.931910544E0,7.841551304E-2,1.086513400E-1,-1.321268082E-1
5.941934673E0,6.778365374E-2,9.374898672E-2,-1.571254730E-1
5.952095238E0,5.921828747E-2,6.041449308E-2,-1.630325317E-1
5.962268520E0,7.047194242E-2,8.226954937E-2,-1.565427780E-1
